sentence,count_words,count_capitalized_words,proportion_capitalized_words,count_capitalized_chars,proportion_capitalized_chars,subjectivity
"Tudo caindo aos pedaços, o teto todo negro de môfo....passamos a noite em claro....e no dia seguinte temiamos não termos contagiado com alguma doença proveniente do môfo e bolor pois os maiores hóspedes do hotel são fungos e bactérias.....Agora pela manhã estou decidido a ir na vigilancia sanitária de Porto Alegre para ver como ninguem até hoje chegou até lá para interdita lo.",66.0,4.0,0.0606060606060606,4.0,0.0105540897097625,1.0
"Atenção população de Porto Alegre, pela dignidade da cidade façam alguma coisa contra esta arapuca de viajantes.",17.0,3.0,0.1764705882352941,3.0,0.0267857142857142,0.0
"Hotel muito ruim, cheiro de mofo.",6.0,1.0,0.1666666666666666,1.0,0.0303030303030303,1.0
Já no check-in fui informado que a lavanderia atrasou na entrega de toalhas!!,13.0,1.0,0.0769230769230769,1.0,0.0129870129870129,1.0
Última opção...,2.0,0.0,0.0,0.0,0.0,0.0
"Fizemos reserva com 15 dias de antecedência, chegamos na madruga e não havia a nossa reserva e o hotel sem vagas, e olhe que nos foi confirmado a vaga por email, o porteiro com educação ( única coisa que achamos legal, Sr José) nos indicou um hotel péssimo e muito inferior ao real, impossível de hospedar,onde tinha até pessoas dormindo na calçada em frente a portaria, além da bagunça na rua, retornamos no mesmo hotel (real) e nos foi indicado um novo hotel, só que não fomos ressarcidos da diferença de valor, somente da primeira estadia... Ficamos no prejuízo alem de termos passado por cansaço físico e insegurança já que estávamos em cidade desconhecida e era madrugada.",117.0,4.0,0.0341880341880341,4.0,0.0059084194977843,1.0
"no site ,o hotel aparece em melhores condições,não fui atendida num dos pedidos que fiz do quarto, o banheiro está em condições razoáveis, mas o que é mais sério é que o termo cordialidadedescrito no site não é o ponto mais forte do pessoal que atende na portaria, falta simpatia, boa vontade no trato com o cliente.",58.0,0.0,0.0,0.0,0.0,1.0
"Sugiro treinamento,pois em qualquer atividade que se faça o relacionamento interpessoal é o que se tem de mais importante para o sucesso do trabalho.",25.0,1.0,0.04,1.0,0.0067114093959731,0.0
Foi um susto!,3.0,1.0,0.3333333333333333,1.0,0.0769230769230769,0.0
"Muito mofo nos quartos, muito abafado o refeitório do café.",10.0,1.0,0.1,1.0,0.0169491525423728,1.0
"Tivemos que ficar pois já estava pago e foi só pernoite, pois estavamos indo para serra gaucha.Alem de não ser avisado de obras.",24.0,2.0,0.0833333333333333,2.0,0.015625,0.0
"O hotel precisa passar urgentemente por reforma, o hotel serve para quem está de passagem pela cidade só para dormir, como foi o meu caso.",25.0,0.0,0.0,1.0,0.0072463768115942,1.0
"O atendimento foi bom, e o café da manhã tava bom, o quarto é super simples.",16.0,0.0,0.0,1.0,0.0131578947368421,1.0
A localização do hotel para saídas à noite não é legal.,11.0,0.0,0.0,1.0,0.0181818181818181,1.0
"A avenida é complicada, caso a pé.",7.0,0.0,0.0,1.0,0.0294117647058823,0.0
"Fica perto do aeroporto, metrô, e avenida com várias opções de ônibus.",12.0,1.0,0.0833333333333333,1.0,0.0142857142857142,1.0
"Muito simples, esse hotel era nas décadas passadas, parada para meu pai q na época viajante, ficava hospedado no mesmo.",20.0,1.0,0.05,1.0,0.0084033613445378,1.0
"O café era saboroso, simples, porém agradável.",7.0,0.0,0.0,1.0,0.0217391304347826,0.0
Fica tudo no ERA!!,4.0,2.0,0.5,4.0,0.2222222222222222,0.0
"O movimento é constante, barulho na frente do hotel e as acomodações são bem simplórias.Não vá com outro objetivo, senão passar uma noite!",24.0,1.0,0.0416666666666666,2.0,0.0144927536231884,1.0
"O Hotel é muito velho, já passou há muito dos seus tempo de glória.",14.0,1.0,0.0714285714285714,2.0,0.0298507462686567,1.0
"O ambiente tenta ser limpo, mas não acompanha a movimentação do pessoal, aos péssimas condições de conservação e o baixo custo.",21.0,0.0,0.0,1.0,0.0078740157480314,0.0
A localização é bem estranha e há barulho o tempo todo.,11.0,0.0,0.0,1.0,0.0181818181818181,1.0
"É o típico hotel de caixeiro viajante, não recomendado para famílias ou quem quer dormir num ambiente limpo e saudável.",20.0,0.0,0.0,0.0,0.0,1.0
"Hotel antigo, pequeno e nada aconchegante.Noite de sono com muito barulho.Apto pequeno e sem estrutura mínima.Localização péssima.Funcionários nada prestativos.Não gostei e muito menos recomendo!",29.0,6.0,0.2068965517241379,6.0,0.0307692307692307,1.0
Fui a negocios e pouco fiquei no hotel.,8.0,1.0,0.125,1.0,0.0256410256410256,1.0
"É relativamente bem localizado, porem com quartos bem simples e antigos.",11.0,0.0,0.0,0.0,0.0,1.0
"Os apartamentos possuem cama, cozinha e banheiro.",7.0,1.0,0.1428571428571428,1.0,0.0204081632653061,1.0
A limpeza e o serviço definitivamente não são pontos fortes.,10.0,0.0,0.0,1.0,0.0166666666666666,1.0
"No geral, as impressōes não são das melhores.",8.0,1.0,0.125,1.0,0.0222222222222222,0.0
"O Regente oferece apartamentos mobiliados, sendo que fiquei num com cozinha,sala, 1 dormitório e banheiro.",16.0,1.0,0.0625,2.0,0.0188679245283018,1.0
"As instalações são um pouco antigas, mas estão bem conservadas.",10.0,1.0,0.1,1.0,0.0158730158730158,1.0
O banheiro é amplo e a sala conta com ar condicionado.,11.0,0.0,0.0,1.0,0.0185185185185185,0.0
"Reservas iguais resultam em quartos com camas de solteiros ou de casal, vai na sorte... Cama cheia de asas de cupins, dificuldade na recepção de confirmar uma reserva feita há meses (e confirmada por telefone uma semana antes), confusão nos valores combinados... Muita desorganização, infelizmente.",45.0,3.0,0.0666666666666666,3.0,0.0100671140939597,1.0
Procurarei outro lugar quando voltar na cidade.,7.0,1.0,0.1428571428571428,1.0,0.0212765957446808,0.0
"Desde dezembro , onde hospedaram dois casais de amigos meus do Rio, dois quais foram cobradas uma diaria a mais de cada casal ( nao quiseram estornar o cartao na hora que foi verificado o erro) tentei que me fizessem o reembolso durante todo mes de janeiro, ouvindo do administrador que estavam verificando o erro e ja iam devolver.",57.0,2.0,0.0350877192982456,2.0,0.0060240963855421,1.0
"Como estava fora da cidade , parei de dar telefonemas e ao retornar em fevereiro tive que ir novamente ao hotel , e apos muita insistencia consegui falar com o responsavel e apos mais 3 dias fizeram o deposito, mas so de um casal !",42.0,1.0,0.0238095238095238,1.0,0.0043290043290043,1.0
O outro ainda vai passar por analise( AUDITORIA ???)!,8.0,1.0,0.125,10.0,0.1886792452830188,0.0
"INACREDITAVEL , que um hotel deixa passar tao ma impressao por apenas o valor de uma diaria.E esse o excelente serviço e tratamento personalizado da propaganda do site na internet?",30.0,1.0,0.0333333333333333,14.0,0.0777777777777777,1.0
?,0.0,0.0,0.0,0.0,0.0,0.0
"Fiquei nesse hotel e nao tinha agua quente no chuveiro.Falei com a recepcao e me trocaram de quarto.No outro quarto o mesmo problema, ou seja, sem agua quente no chuveiro.Fiz uma reclamacao formal no livro de ocorrencias do hotel, deixei meu telefone, mas ninguem retornou pra explicar o que houve.Não recomendo.",55.0,5.0,0.0909090909090909,5.0,0.016025641025641,1.0
"Hotel central, mas de estrutura antiquada.Quartos pequenos, limpos, mas com conforto minimo para um hotel de 4 estrelas.Pessoal de recepção amável.",23.0,3.0,0.1304347826086956,3.0,0.0204081632653061,1.0
"Chegados cerca das 10 da noite de longa viagem aérea, nãodispomos porem de serviço de restauração adequado.Café da manhã mediocre.",21.0,2.0,0.0952380952380952,2.0,0.0153846153846153,1.0
"Hotel localizado no centro de Porto Alegre, a 15 min do aeroporto.",12.0,3.0,0.25,3.0,0.0454545454545454,1.0
"De lá você consegue ir a pé até o Mercado Público, atração turística de Poa, vale a pena, passeio imperdível.",20.0,4.0,0.2,4.0,0.036697247706422,0.0
"Os quartos são pequenos, porém limpos e muito aconchegantes.",9.0,1.0,0.1111111111111111,1.0,0.0166666666666666,1.0
O wifi é de qualidade e o café da manhã possui guloseimas características do Sul.,15.0,1.0,0.0666666666666666,2.0,0.0246913580246913,1.0
Levando em consideração o custo benefício...recomendo!,7.0,1.0,0.1428571428571428,1.0,0.0185185185185185,0.0
!,0.0,0.0,0.0,0.0,0.0,0.0
"Os quartos sao organizados, o cafe da manha e bom tem varias opçoes de bolos tem salada de frutas.A recepçao e otima.",23.0,1.0,0.0434782608695652,2.0,0.017094017094017,1.0
A internet e paga um valor alto.Os recepcionistas sao solicitos.,11.0,1.0,0.0909090909090909,2.0,0.03125,0.0
Ja quanto ao serviço de room service sao limitados a um determinado horario.A localizaçao e otima no centro da cidade tem tudo proximo.Lavanderia deles nao funciona direito se a empresa que paga para eles esquece eles vao fazer de tudo para nao lavar a sua roupa.,48.0,2.0,0.0416666666666666,3.0,0.0114068441064638,1.0
O famoso jeitinho brasileiro.,4.0,0.0,0.0,1.0,0.0344827586206896,0.0
Conheci o Hotel pois fiz um evento no local onde é disponibilizado salas para tal fim.,16.0,2.0,0.125,2.0,0.0232558139534883,1.0
"Acabei me hospedando ali mesmo.O Hotel é antigo, tem quantos, novos e antigos,O valor é muito bom, o café da manhã é ótimo, bem sortido, o local é de fácil acesso, fica em frente a rodoviária para quem chega de ônibus e quem precisa vir ou ir ao aeroporto, atravessa a rua e vai de metro até a estação aeroporto.",62.0,2.0,0.032258064516129,4.0,0.0128205128205128,1.0
"Só não aconselho ir passear ao redor do hotel a pé pois é muito perigoso, mas tem shopping e bem pertinho que o valor de táxi será aproximadamente 10,00 reais, durante o dia é possível ir até o centro conhecer fazendo uma caminhada.",44.0,1.0,0.0227272727272727,1.0,0.0043103448275862,1.0
O hotel têm alguns quartos novos e outros bem antigos.,10.0,0.0,0.0,1.0,0.0185185185185185,1.0
"A cama é boa, café da manha bem servido.",9.0,0.0,0.0,1.0,0.025,0.0
"Na hora do almoço o serviço deixa a desejar, o restaurante demora muito para servir pratos prontos e sem muita opção mais natural.O atendimento da recepção é muito boa",30.0,1.0,0.0333333333333333,2.0,0.0119760479041916,1.0
Fica bem localizado e durante o dia tem muitas coisas ao redor para aproveitar.,14.0,1.0,0.0714285714285714,1.0,0.0126582278481012,0.0
O preço é justo.,4.0,0.0,0.0,1.0,0.0625,1.0
Ponto mais negativo são os banheiros apertados.,7.0,1.0,0.1428571428571428,1.0,0.0212765957446808,0.0
"Bom para economizar, bom custo beneficio.",6.0,1.0,0.1666666666666666,1.0,0.024390243902439,0.0
Café da manhã básico.,4.0,1.0,0.25,1.0,0.0476190476190476,1.0
Quarto do hotel confortavel quando tem cama de casal pq a cama de solteiro é muito pequena.,17.0,1.0,0.0588235294117647,1.0,0.0109890109890109,1.0
Apenas para dormir pois no hotel nao tem nada para fazer e a comida nao é gostosa.,17.0,1.0,0.0588235294117647,1.0,0.0121951219512195,1.0
"Fica bem localizado e durante o dia tem muitas coisas ao redor para aproveitar, lojas, restaurantes, cinema, shopping, Mercado Publico com otimas comidas e a melhor banca de sorvete e salada de frutas.",33.0,3.0,0.0909090909090909,3.0,0.0149253731343283,1.0
Quartos razoáveis com ar condicionado de janela.,7.0,1.0,0.1428571428571428,1.0,0.0208333333333333,1.0
Pra quem precisa de silencio absoluto nao vale a pena.,10.0,1.0,0.1,1.0,0.0185185185185185,0.0
Apesar dre alguns comentários positivos sobre a localização eu descordo totalmente.,11.0,1.0,0.0909090909090909,1.0,0.0120481927710843,1.0
O ponto é movimentado durante o dia mas a partir das 19:30 as lojas de rua fecham e o local se torna extremamente perigoso.,24.0,0.0,0.0,1.0,0.008130081300813,1.0
Outro ponto negativo é o transito no local.,8.0,1.0,0.125,1.0,0.0232558139534883,0.0
.,0.0,0.0,0.0,0.0,0.0,0.0
Eu tive que descer do taxi uns 500m antes do hotel pra poder chegar.,14.0,1.0,0.0714285714285714,1.0,0.0147058823529411,1.0
"No mais serviços ok, cardapio poderia melhorar e cafe da manha basico.",12.0,1.0,0.0833333333333333,1.0,0.0142857142857142,1.0
fui muito bem tratado e consegue descansar bem depois de um longo dia de trabalho.,15.0,0.0,0.0,0.0,0.0,0.0
O preço é justo.,4.0,0.0,0.0,1.0,0.0625,1.0
Ponto mais negativo são os banheiros apertados.,7.0,1.0,0.1428571428571428,1.0,0.0212765957446808,0.0
Ponto mais positivo é a localização.,6.0,1.0,0.1666666666666666,1.0,0.0277777777777777,1.0
pois é proximo do comercio.,5.0,0.0,0.0,0.0,0.0,0.0
Para quem quer ficar no centro de Porto Alegre é uma opção.,12.0,3.0,0.25,3.0,0.0508474576271186,0.0
Seria recomendado para quem vai a trabalho e precisa se locomover facilmente pelo centro.,14.0,1.0,0.0714285714285714,1.0,0.0112359550561797,0.0
Fiquei apenas uma noite por estar de passagem.,8.0,1.0,0.125,1.0,0.0217391304347826,0.0
Não volto.Detestei o quarto.,5.0,2.0,0.4,2.0,0.0714285714285714,1.0
O box... tão pequeno q para mudar de idéia vc precisa sair fora dele.,14.0,0.0,0.0,1.0,0.0144927536231884,0.0
Se abrir muito os braços bate os cotovelos na parede e vidro do box.,14.0,1.0,0.0714285714285714,1.0,0.0147058823529411,0.0
O chuveiro então.,3.0,0.0,0.0,1.0,0.0588235294117647,0.0
Horrível.,1.0,1.0,1.0,1.0,0.1111111111111111,0.0
"Ainda por cima, o escoamento da água é péssimo.",9.0,1.0,0.1111111111111111,1.0,0.0212765957446808,0.0
Enqto vc toma banho ele enche e a água demora sair.,11.0,1.0,0.0909090909090909,1.0,0.0196078431372549,0.0
O ar condicionado fica encarregado da trilha sonora durante a noite.,11.0,0.0,0.0,1.0,0.0147058823529411,0.0
"Para completar... enqto arrumávamos a bagagem para o check out, por volta de 10:30 da manhã, batem na porta.",19.0,1.0,0.0526315789473684,1.0,0.0092592592592592,0.0
"No mínimo estranho, já q não havíamos solicitado nenhum tipo de serviço de quarto.",14.0,1.0,0.0714285714285714,1.0,0.0121951219512195,1.0
Era a camareira dizendo q precisava limpar.,7.0,1.0,0.1428571428571428,1.0,0.0232558139534883,0.0
O serviço da recepção é rápido e o pessoal solícito.,10.0,0.0,0.0,1.0,0.0192307692307692,1.0
Café da manhã é bom.,5.0,1.0,0.2,1.0,0.05,1.0
O Hotel Continental é uma excelente opção para quem quer se hospedar no centro de negócios de Porto Alegre.,19.0,4.0,0.2105263157894736,5.0,0.0467289719626168,1.0
"Em regra, é um hotel antigo, com cara antiga.",9.0,1.0,0.1111111111111111,1.0,0.0222222222222222,1.0
"Merecia uma boa reforma, mas ainda sim a pessoa é muito bem tratado e consegue descansar bem depois de um longo dia de trabalho.",24.0,1.0,0.0416666666666666,1.0,0.0078125,0.0
O preço é justo.,4.0,0.0,0.0,1.0,0.0625,1.0
Ponto mais negativo são os banheiros apertados.,7.0,1.0,0.1428571428571428,1.0,0.0212765957446808,0.0
Ponto mais positivo é a localização.,6.0,1.0,0.1666666666666666,1.0,0.0277777777777777,1.0
Tradicional hotel em localização ótima para negócios no centro de Porto Alegre.,12.0,3.0,0.25,3.0,0.0379746835443038,1.0
Mas eles podiam fazer uma renovação!,6.0,1.0,0.1666666666666666,1.0,0.0277777777777777,0.0
"Os quartos continuam, em sua maioria, muito antigos, com pouco espaço, banheiros estreitos e com duchas fracas.",17.0,1.0,0.0588235294117647,1.0,0.009009009009009,1.0
Gostaria de voltar ao hotel e vê-lo em melhores condições!,10.0,1.0,0.1,1.0,0.0172413793103448,1.0
"Tradicional mas um pouco ultrapassado hotel em boa localização no centro financeiro da cidade de Porto Algre Ótimo atendimento, mas quartos necessitando modernização.",23.0,3.0,0.1304347826086956,3.0,0.0180722891566265,1.0
A falta de espaço do banheiro é um problema que segue incomodando a todos.,14.0,0.0,0.0,1.0,0.0135135135135135,0.0
"Mesmo assim, recomendo o hotel.",5.0,1.0,0.2,1.0,0.032258064516129,1.0
Já Adianto que fiquei hospedado muitas vezes neste hotel.,9.0,2.0,0.2222222222222222,2.0,0.0350877192982456,0.0
Eu diria que o melhor é a localização.,8.0,1.0,0.125,1.0,0.0263157894736842,1.0
"Pois, fica bem no centro de Porto Alegre.",8.0,3.0,0.375,3.0,0.073170731707317,0.0
Quanto ao restante já posso dizer que seria apenas um dormitório.,11.0,1.0,0.0909090909090909,1.0,0.0153846153846153,0.0
Quartos básicos sem nenhuma sofisticação.,5.0,1.0,0.2,1.0,0.024390243902439,1.0
Banheiros pequenos com box da ducha minúsculos.,7.0,1.0,0.1428571428571428,1.0,0.0212765957446808,0.0
A lavanderia cumpre seu papel atendendo aos prazos de devolução das roupas.,12.0,0.0,0.0,1.0,0.0133333333333333,1.0
O serviço de quarto deixa a desejar.,7.0,0.0,0.0,1.0,0.0277777777777777,1.0
O atendimento também não é dos melhores.,7.0,0.0,0.0,1.0,0.025,1.0
Nunca utilizei o estacionamento.,4.0,1.0,0.25,1.0,0.03125,0.0
"A sinalização de emergência é bem visível, ao menos nos andares onde fiquei.",13.0,0.0,0.0,1.0,0.0131578947368421,0.0
A internet funciona.,3.0,0.0,0.0,1.0,0.05,0.0
O café da manhã é simples.,6.0,0.0,0.0,1.0,0.0384615384615384,1.0
"Há carpete nos corredores, mas, após a reforma os quartos estão livres.",12.0,1.0,0.0833333333333333,1.0,0.0140845070422535,1.0
Acho que deveria haver disponibilidade de chimarrão ao se tratar de um hotel na capital gaúcha.,16.0,1.0,0.0625,1.0,0.0105263157894736,0.0
"um hotel bom para quem vai a cidade para negócios, os quartos são limpos mais nada de mais, fiquei num quarto que estava recém reformado, fui muito bem atendido pela equipe, fica no centro o que faz facilitar sua vida.",40.0,0.0,0.0,0.0,0.0,1.0
"Box do banheiro pequeno.Cama pequena.Não tem academia,porém tem algumas próximas.Localizado em uma parte não tão bonita da cidade, porém tem todo o necessário: farmácia,academia,restaurante,shoping.",31.0,4.0,0.1290322580645161,4.0,0.0202020202020202,1.0
"Eu gostei muito do hotel, bem localizado, funcionários legais, café da manhã ok, nada extraordinário, banheiro amplo, quarto pequeno mas como eu só ia para trocar de roupa e dormir, atendeu bastante minha expectativa.",34.0,1.0,0.0294117647058823,1.0,0.0046082949308755,1.0
"Hotel bem antigo, com decoraçao velha e recepcao bem acanhada.",10.0,1.0,0.1,1.0,0.0161290322580645,1.0
"Os quartos nao sao amplos, porem para quem vai com o objetico unico de utiliza-lo para dormir, esta ok. Bem localizado, fica na regiao central se Porto Alegre.",28.0,4.0,0.1428571428571428,4.0,0.0251572327044025,1.0
Nao recomenda-se caminhar pelas redondezas a noite.,7.0,1.0,0.1428571428571428,1.0,0.0196078431372549,0.0
"Escolhi o hotel por ficar da rodoviária e eu precisar passar apenas uma noite em Porto Alegre.Hotel antigo, recepção acanhada.",21.0,4.0,0.1904761904761904,4.0,0.0317460317460317,1.0
"O quarto cumpriu a finalidade, que seria uma boa cama, já que apenas dormiria na cidade.",16.0,0.0,0.0,1.0,0.0113636363636363,1.0
Café da manhã bem servido.,5.0,1.0,0.2,1.0,0.0384615384615384,1.0
Achei as imediações do hotel bem desertas e fui aconselhada a não me aventurar sozinha pelas redondezas.,17.0,1.0,0.0588235294117647,1.0,0.0096153846153846,1.0
Reformas para melhor acolhimento aos hóspedes são sempre bem vindas.,10.0,1.0,0.1,1.0,0.0147058823529411,0.0
Acho que precisam trocar o piso dos quartos.,8.0,1.0,0.125,1.0,0.0227272727272727,1.0
O atendimento foi bom.,4.0,0.0,0.0,1.0,0.0454545454545454,1.0
Café da manhã bom tbm.Localização boa para quem tem compromisso no centro.,13.0,2.0,0.1538461538461538,2.0,0.027027027027027,1.0
"Quando estive no Hotel estava em reforma, minha experiência não foi muito boa.O cheio de mofo é horrível.Mas hotel é muito bem localizado, ótimo para quem está indo a cidade a negócios.Para quem deseja sair a noite, não é uma boa opção, região deserta.",47.0,4.0,0.0851063829787234,5.0,0.0198412698412698,1.0
"Estive do dia 31 ao dia 2 hospedado no Continental Business na Bela Capital Gaúcha, um prédio bem conservado num dos lugares mais centrais da cidade.",26.0,6.0,0.2307692307692307,6.0,0.0402684563758389,0.0
"Com nova gerência o empreendimento prima pelo melhoramento em serviço e a prova disso foi a minha descoberta de que estava num hotel como eu gosto quase lotado, apartamentos de ótimo padrão embora pequenos, mas para o executivo a trabalho não há necessidade de mais, Arrumação e Limpeza BOA e a tempo e Horas o que nem sempre se encontra.",60.0,5.0,0.0833333333333333,7.0,0.0207100591715976,1.0
"Está próximo de tudo principalmente do FAMOSO mercado Municipal de Porto Alegre, onde continuam as bancas que tanto encantam moradores e turistas, e mesmo executivos em transito ou trabalho.",29.0,5.0,0.1724137931034483,10.0,0.0526315789473684,1.0
O restaurante tem um serviço célere e os pratos têm um variedade suficiente para agradar todos os gostos e necessidades.,20.0,0.0,0.0,1.0,0.0083333333333333,1.0
"O hotel fica bem no centro é ótimo de dia pois está próximo de lojas, restaurantes, farmácias, mercado municipal, camelodromo.",20.0,0.0,0.0,1.0,0.0079365079365079,1.0
"Mas a noite é um deserto, sair sozinho nem pensar.",10.0,1.0,0.1,1.0,0.02,0.0
"Os quartos são de carpete de Madeira, muito pequenos, alguns ou entra você primeiro ou a sua mala, o box minúsculo também.",22.0,2.0,0.0909090909090909,2.0,0.0163934426229508,1.0
Café da manhã é muito bom e a limpeza e roupas de cama são muito boas,16.0,1.0,0.0625,1.0,0.0144927536231884,1.0
"Hospedagem em região central, somente fiquei porque era a trabalho, impossivel sair a noite.",14.0,1.0,0.0714285714285714,1.0,0.0108695652173913,0.0
"Quartos reformados sem carpete mas minusculo, somente cabe uma pessoa.",10.0,1.0,0.1,1.0,0.0142857142857142,1.0
Local do café da manhã sem espaço e pouca variedade.,10.0,1.0,0.1,1.0,0.0192307692307692,1.0
"Atendimente bem ruim, como o hotel estava lotado a recepcionista da noite simplesmente nem olhava na minha cara.",18.0,1.0,0.0555555555555555,1.0,0.0089285714285714,1.0
"O Hotel fica em frente a rodoviária de Porto alegre, qualquer saidinha a noite fica impossível devido a proximidade da região central.",22.0,2.0,0.0909090909090909,3.0,0.0223880597014925,1.0
Ideal para estadas rápidas viajando à negocios.,7.0,1.0,0.1428571428571428,1.0,0.0212765957446808,0.0
"Como o hotel fica na região central, o transito em horários de pico é muito complicado, ficando difíciu a locomoção e o transporte.",23.0,1.0,0.0434782608695652,1.0,0.0076335877862595,1.0
"É hotel bem na região central de Porto Alegre, ambiente que não é lá um local muito agradável de ficar, mas como era a trabalho e só pra ir dormir, deu.",31.0,2.0,0.064516129032258,2.0,0.0131578947368421,1.0
"Aliás, a TAM Viagens só tem este hotel conveniado em Porto Alegre - acreditem!",14.0,5.0,0.3571428571428571,7.0,0.0897435897435897,1.0
O café da manhã é bem razoável e atende bem a quem come gluten.,14.0,0.0,0.0,1.0,0.0158730158730158,1.0
"No meu caso, eu levava os ovos e eles faziam uma omelete.",12.0,1.0,0.0833333333333333,1.0,0.0175438596491228,0.0
Valeu!,1.0,1.0,1.0,1.0,0.1666666666666666,0.0
"Este hotel é um daqueles que cobre um santo e acaba descobrindo o outro, ou seja, ele não é muito bom (apesar de eles terem reformado a maioria dos quartos agora), mas tem uma localização ótimo: bem no centro velho.Então, se você quer ficar num local que tenha fácil acesso ao centro este é um lugar que você pode considerar, mas não pense muito no conforto: o quarto e o banheiro são pequenos.",74.0,2.0,0.027027027027027,2.0,0.0050761421319796,1.0
Ah!,1.0,1.0,1.0,1.0,0.3333333333333333,0.0
algo que funciona bem lá é o aquecedor em épocas de frio!!,12.0,0.0,0.0,0.0,0.0,0.0
"O café da manhã é razoável, o atendimento é bom, mas não tem piscina nem sala de ginástica.",18.0,0.0,0.0,1.0,0.0109890109890109,1.0
"Compartilho com vocês a experiência que tive, estava em POA bem no dia que estava acontecendo um evento e vários hotéis lotados, com isso achei que o valor para a estrutura do hotel achei caro, pois o box do banheiro muito pequeno e quarto também.",45.0,2.0,0.0444444444444444,4.0,0.0161943319838056,1.0
"Hotel com excelente localização, quartos confortáveis com ar condicionado e TV a cabo, próximo a shoppings, centros comerciais e lojas de departamento.",22.0,2.0,0.0909090909090909,3.0,0.0198675496688741,1.0
Bom atendimento.,2.0,1.0,0.5,1.0,0.0625,1.0
Café da manha pouco variado.,5.0,1.0,0.2,1.0,0.0357142857142857,0.0
Restaurante a la carte com pratos deliciosos.,7.0,1.0,0.1428571428571428,1.0,0.0222222222222222,0.0
"Um bom local para se hospedar ,ótima localização, bem no centro de Porto Alegre.Deixa a desejar no room service, pouca variedade e muito lento o atendimento.Recepção atenciosa, mas um pouco lenta.",33.0,5.0,0.1515151515151515,5.0,0.0255102040816326,1.0
"Café da manhã simples, mas agradável.",6.0,1.0,0.1666666666666666,1.0,0.027027027027027,1.0
"Hotel bem localizado, mas bem simples também.",7.0,1.0,0.1428571428571428,1.0,0.0222222222222222,1.0
"Café da manhã normal, sem novidade.",6.0,1.0,0.1666666666666666,1.0,0.0285714285714285,1.0
Atendimento muito bom.,3.0,1.0,0.3333333333333333,1.0,0.0454545454545454,1.0
Interessante para quem trabalha no centro como era o meu caso.,11.0,1.0,0.0909090909090909,1.0,0.0161290322580645,0.0
Fica perto da Av Sen Salgado filho onde trabalho.,9.0,4.0,0.4444444444444444,4.0,0.0816326530612244,0.0
Próximo ao Rio Guaíba e pontos turísticos de POA.,9.0,4.0,0.4444444444444444,6.0,0.1224489795918367,0.0
Bastante confortável.,2.0,1.0,0.5,1.0,0.0476190476190476,0.0
"Relação custo benefício vale a pena, comprei pelo Booking e saiu por um preço bom.",15.0,2.0,0.1333333333333333,2.0,0.024390243902439,1.0
"Recepção foi um tanto lenta para fazer o check-in e check-out, contudo nos ajudaram a pegar um taxi rapidinho.",19.0,1.0,0.0526315789473684,1.0,0.009090909090909,1.0
Café da manhã com poucas variedades.,6.0,1.0,0.1666666666666666,1.0,0.0277777777777777,1.0
Estava esperando algo ruim pelas avaliações do Trip Advisor.,9.0,3.0,0.3333333333333333,3.0,0.05,0.0
Encarei por conta de uma promoção da TAM e por isso não posso avaliar o quesito preço.,17.0,2.0,0.1176470588235294,4.0,0.0465116279069767,1.0
O hotel é razoável e bem localizado no Centro de Porto Alegre.,12.0,3.0,0.25,4.0,0.064516129032258,1.0
"O quarto era bom, limpo e o banheiro idem.",9.0,0.0,0.0,1.0,0.0238095238095238,1.0
Apenas o café da manhã não me agradou.,8.0,1.0,0.125,1.0,0.0263157894736842,1.0
Se colocassem uma torradeira já melhoraria.,6.0,1.0,0.1666666666666666,1.0,0.0232558139534883,0.0
O hotel é simples.,4.0,0.0,0.0,1.0,0.0555555555555555,1.0
Bom para curtas estadias.,4.0,1.0,0.25,1.0,0.04,0.0
"Serviço de quarto não vale a pena, os pratos são congelados e pouco saborosos.",14.0,1.0,0.0714285714285714,1.0,0.0128205128205128,1.0
Alguns restaurantes próximos com melhor custo benefício.Sempre fui bem atendido aqui.,12.0,2.0,0.1666666666666666,2.0,0.0235294117647058,0.0
"Muito simples, apartamentos pequenos, e parecem ter sido decorados por São Francisco pessoalmente, 1 cama, 1 cadeira, 1 mesa, 1 frigo bar, e 1 armário (sem portas, que funciona mesmo como cabideiro).",32.0,3.0,0.09375,3.0,0.0150753768844221,1.0
"Para piorar as coisas, os 2 únicos elevadores do hotel estavam quebrados e não havia outra escolha, se não usar as escadas.",22.0,1.0,0.0454545454545454,1.0,0.008130081300813,1.0
O prédio tem 14 andares.,5.0,0.0,0.0,1.0,0.0416666666666666,0.0
"No café da manhã, o bufê é também franciscano (pobre de opções), mas dá pro gasto se você vai ficar uma ou duas noites no hotel.",26.0,1.0,0.0384615384615384,1.0,0.0078125,1.0
"Vantagem:Localizacao para que precisa ficar no centro da cidadeDesvantagem: Quartos pequenos, Cafe de manha pobre e mal localizado(Voce come no proprio lobby do hotel, frente as pessoas que fazem checkin e checkou!",33.0,6.0,0.1818181818181818,6.0,0.02803738317757,1.0
")Nao tem academia de ginastica, nem piscina, nem saunaPreco alto para o que oferece",14.0,2.0,0.1428571428571428,2.0,0.0240963855421686,0.0
Serviço de quarto ruim e quarto apertado.,7.0,1.0,0.1428571428571428,1.0,0.024390243902439,1.0
