sentence,pos_adj,pos_adp,pos_adv,pos_aux,pos_cconj,pos_det,pos_intj,pos_noun,pos_num,pos_pron,pos_propn,pos_punct,pos_sconj,pos_sym,pos_verb,pos_x,pos_comparatives,pos_superlatives,rule1,rule2,rule3,rule4,rule5,lexicon_subjective,lexicon_positive,lexicon_negative,lexicon_quotation_exclamation,lexicon_subjective_prop,lexicon_positive_prop,lexicon_negative_prop,lexicon_quotation_exclamation_prop,concept_aptitude_avg,concept_aptitude_sum,concept_attention_avg,concept_attention_sum,concept_pleasantness_avg,concept_pleasantness_sum,concept_polarity_avg,concept_polarity_sum,concept_sensitivity_avg,concept_sensitivity_sum,concept_aptitude_avg_abs,concept_aptitude_sum_abs,concept_attention_avg_abs,concept_attention_sum_abs,concept_pleasantness_avg_abs,concept_pleasantness_sum_abs,concept_polarity_avg_abs,concept_polarity_sum_abs,concept_sensitivity_avg_abs,concept_sensitivity_sum_abs,count_dictionary_words,count_named_entities,count_number_date_time,future_tense,count_url,count_elongated,count_mentions,emoji_polarity_score,emoticon_polarity_score,count_words,count_capitalized_words,proportion_capitalized_words,count_capitalized_chars,proportion_capitalized_chars,subjectivity
"O autor é simplesmente otimo , em todo o livro , não há como vc saber como será o final , INSTIGANTE , REAL E HUMANO Recomendo ",1.0,1.0,4.0,2.0,1.0,4.0,0.0,3.0,0.0,1.0,3.0,4.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0,3.0,3.0,3.0,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.0464074074074074,1.253,-0.0098888888888888,-0.267,0.0361851851851851,0.977,0.0394074074074074,1.064,-0.0087777777777777,-0.237,0.0464074074074074,1.253,0.0444074074074074,1.199,0.0395925925925925,1.069,0.0394074074074074,1.064,0.0087777777777777,0.237,20.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,4.0,0.1739130434782608,23.0,0.1811023622047244,1.0
"Enfim , classifico - o não mais que um livro bom - leia apenas se for um crítico de a sociedade e tiver um senso de humor apurado em relação a o assunto . ",1.0,4.0,4.0,1.0,1.0,6.0,0.0,7.0,0.0,0.0,0.0,4.0,2.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,3.0,3.0,3.0,0.088235294117647,0.088235294117647,0.088235294117647,0.088235294117647,-0.0296764705882352,-1.009,-0.0306764705882352,-1.043,-0.0508823529411764,-1.7300000000000002,-0.0159705882352941,-0.5429999999999997,-0.0040588235294117,-0.138,0.0954411764705882,3.245,0.0865588235294117,2.943,0.2247058823529412,7.640000000000001,0.1526176470588235,5.189,0.0541176470588235,1.84,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,1.0,0.03125,1.0,0.0064516129032258,1.0
"Crepúsculo foi uma obra que marcou muito a minha vida ( e não tenho vergonha de admitir , eu gosto sim de a saga ) . ",0.0,1.0,3.0,1.0,1.0,4.0,0.0,4.0,0.0,2.0,1.0,4.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,4.0,4.0,4.0,0.1538461538461538,0.1538461538461538,0.1538461538461538,0.1538461538461538,0.0983846153846153,2.558,-0.0183461538461538,-0.477,0.1190384615384615,3.095,0.1045384615384615,2.7180000000000004,0.0072692307692307,0.189,0.176076923076923,4.578,0.1313461538461538,3.415,0.2141153846153846,5.566999999999999,0.1782307692307692,4.634,0.0352692307692307,0.917,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,1.0,0.0454545454545454,1.0,0.0085470085470085,1.0
Nunca pensei que uma recomendação de uma professora de o colegial me trouxesse a emoção a o extremo . ,0.0,3.0,1.0,0.0,0.0,5.0,0.0,5.0,0.0,1.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0526315789473684,0.0526315789473684,0.0526315789473684,0.0526315789473684,0.098578947368421,1.873,-0.0111052631578947,-0.2109999999999998,0.2299473684210526,4.369,0.1741578947368421,3.309,0.0,0.0,0.1895263157894736,3.6009999999999995,0.1937368421052631,3.681,0.2299473684210526,4.369,0.2044736842105263,3.885,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,1.0,0.0555555555555555,1.0,0.0098039215686274,1.0
Mas as vezes ela é ... descritiva demais . ,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,0.1428571428571428,1.0,0.0232558139534883,1.0
Mas nao considero um Bestseller ou um de os melhores livros de o Autor .. Final Pobre . ,1.0,2.0,1.0,0.0,2.0,3.0,0.0,2.0,1.0,0.0,3.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,2.0,2.0,2.0,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.1111111111111111,-0.0039444444444444,-0.0709999999999998,-0.1387222222222222,-2.497,-0.0152222222222222,-0.2740000000000002,0.0333333333333333,0.6000000000000002,0.0266111111111111,0.479,0.2116111111111111,3.809,0.1589444444444444,2.861,0.312,5.616,0.2346666666666667,4.224,0.0398333333333333,0.717,14.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,5.0,0.3125,5.0,0.0568181818181818,1.0
"Depois de Harry Potter , pra mim , o segundos best-seller mais foda de o mundo . ",0.0,3.0,2.0,0.0,0.0,2.0,0.0,4.0,0.0,1.0,2.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0588235294117647,0.0588235294117647,0.0588235294117647,0.0588235294117647,0.0608235294117647,1.034,-0.1144705882352941,-1.946,0.0988235294117647,1.68,0.0914117647058823,1.554,0.0,0.0,0.0608235294117647,1.034,0.1144705882352941,1.946,0.0988235294117647,1.68,0.0914117647058823,1.554,0.0,0.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,3.0,0.2142857142857142,3.0,0.037037037037037,1.0
"O grande pecado de Stephenie Meyer se deve a o fato de , em alguns momentos , a história se tornar irritantemente repetitiva . ",2.0,3.0,1.0,0.0,0.0,4.0,0.0,4.0,0.0,2.0,2.0,3.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,0.0833333333333333,0.0833333333333333,0.0833333333333333,0.0833333333333333,0.0834166666666666,2.002,-0.107875,-2.589,0.089875,2.157,0.093875,2.253000000000001,-0.000125,-0.003,0.1666666666666666,4.0,0.1315416666666666,3.157,0.1861249999999999,4.467,0.1642916666666666,3.943,0.0232916666666666,0.559,19.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,2.0,0.0952380952380952,3.0,0.0236220472440944,1.0
"Personagens bem carismáticos , humanos , com suas qualidades e defeitos , erros e acertos são um ponto forte de a trama . ",2.0,2.0,1.0,1.0,2.0,3.0,0.0,8.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,2.0,2.0,2.0,0.0869565217391304,0.0869565217391304,0.0869565217391304,0.0869565217391304,0.0457826086956521,1.053,0.0128695652173913,0.2959999999999999,0.0499565217391304,1.149,0.0639565217391304,1.471,0.0012608695652173,0.029,0.1074347826086956,2.471,0.0974782608695652,2.242,0.1360434782608695,3.129,0.1131739130434782,2.603,0.0012608695652173,0.029,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,1.0,0.0526315789473684,1.0,0.0081967213114754,1.0
1984 é de corpo e alma um livro político . ,1.0,1.0,0.0,1.0,1.0,1.0,0.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.1,0.1,0.1,0.1,0.0503,0.5030000000000001,-0.0268,-0.268,-0.015,-0.15,0.0642,0.6420000000000001,-0.0107,-0.107,0.2137,2.137,0.1678,1.678,0.183,1.83,0.1918,1.918,0.0107,0.107,8.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,1.0
Além de o livro ser um tento quanto envolvente . ,1.0,1.0,2.0,1.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.1,0.1,0.1,0.1,-0.0191999999999999,-0.1919999999999999,-0.1074,-1.074,-0.015,-0.15,0.0245,0.2450000000000001,0.0,0.0,0.1226,1.226,0.1074,1.074,0.183,1.83,0.1377,1.377,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,1.0,0.1111111111111111,1.0,0.0204081632653061,1.0
"O ritmo é eletrizante e rápido , mal dá tempo de ter a curiosidade , e as soluções já aparecem , é um digno livro de o mestre Sheldon , com mais uma perfeita personagem feminina , a Tracy , ela passa por fases , diversas de elas de uma mocinha lerdinha , á uma presidiria revoltada , para uma vingativa put's revolt's , e por fim á mestra de roubos . ",8.0,10.0,3.0,2.0,3.0,9.0,0.0,14.0,1.0,1.0,4.0,11.0,1.0,0.0,7.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,5.0,5.0,5.0,5.0,0.0675675675675675,0.0675675675675675,0.0675675675675675,0.0675675675675675,0.0413108108108108,3.057,-0.0556621621621621,-4.119,0.0820135135135135,6.069,0.0636621621621621,4.711,0.0155675675675675,1.152,0.0982027027027027,7.267000000000001,0.092581081081081,6.851,0.1484729729729729,10.986999999999998,0.1172027027027026,8.672999999999998,0.0249729729729729,1.848,55.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,61.0,2.0,0.0327868852459016,3.0,0.0085470085470085,1.0
"Profundo , forte , reflexivo , aterrador . ",3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.143375,1.147,0.1585,1.268,0.008375,0.067,0.102125,0.817,0.00375,0.03,0.143375,1.147,0.1585,1.268,0.024625,0.197,0.102125,0.817,0.00375,0.03,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.25,1.0,0.0232558139534883,1.0
"História clichê , recheada de coisas impossíveis até em o mundo de o maravilhoso , escrita péssima , personagens mal-construídos e alienados . ",4.0,3.0,1.0,0.0,1.0,2.0,0.0,6.0,0.0,0.0,0.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0547391304347826,1.259,-0.1419130434782609,-3.264,0.087695652173913,2.017,0.089391304347826,2.056,0.0321739130434782,0.74,0.1369130434782608,3.149,0.1633043478260869,3.756,0.1446521739130434,3.3269999999999995,0.1590434782608696,3.658,0.0377391304347826,0.8680000000000001,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,1.0,0.0526315789473684,1.0,0.0069930069930069,1.0
"Apesar de ter escrito há muito tempo atrás , George Orwell passou em esse romance um história fantástica de o que é o mundo de hoje ... as traições , o poder monopolizado , e toda a massa popular que é moldada a o gosto de quem manda , um livro encantador , apesar de ter lido para um trabalho escolar , foi um de os melhores livros que li até hoje . ",5.0,9.0,5.0,5.0,1.0,12.0,0.0,11.0,1.0,5.0,2.0,8.0,1.0,0.0,8.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,6.0,6.0,6.0,6.0,0.0821917808219178,0.0821917808219178,0.0821917808219178,0.0821917808219178,0.0683835616438356,4.992,-0.0776027397260273,-5.664999999999999,0.0375205479452054,2.739,0.067986301369863,4.963000000000001,-0.0088767123287671,-0.6479999999999999,0.1960273972602739,14.309999999999995,0.1243424657534246,9.077,0.1955205479452054,14.272999999999998,0.1746986301369863,12.753000000000002,0.0264109589041095,1.928,63.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0,3.0,0.0461538461538461,3.0,0.0085470085470085,1.0
Por exemplo : aquilo de ele deixar um fio de cabelo sobre o livro para saber se alguém mexeu em ele é muito legal . ,1.0,4.0,1.0,1.0,0.0,2.0,0.0,4.0,0.0,4.0,0.0,2.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,4.0,4.0,4.0,0.16,0.16,0.16,0.16,0.03284,0.8210000000000001,-0.0327599999999999,-0.8189999999999998,0.0039599999999999,0.0989999999999999,0.04484,1.121,0.01884,0.471,0.151,3.775,0.12292,3.0730000000000004,0.13044,3.261,0.14108,3.527,0.0254,0.635,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,1.0,0.0416666666666666,1.0,0.0086206896551724,1.0
"adoreii , realmente SIDNEY SHELDON soube dispertar emoções em esse livroo ! ... ",1.0,1.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,2.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0769230769230769,0.0769230769230769,0.0769230769230769,0.0769230769230769,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,2.0,0.2,13.0,0.1625,1.0
"Sim , o final é ainda mais genial e perturbador ! ",2.0,0.0,3.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,0.1818181818181818,0.1818181818181818,0.1818181818181818,0.1818181818181818,-0.0744545454545454,-0.819,0.0165454545454545,0.182,0.0201818181818181,0.2219999999999999,-0.0627272727272727,-0.69,-0.020090909090909,-0.2209999999999999,0.2326363636363636,2.559,0.0165454545454545,0.182,0.1469090909090909,1.616,0.1721818181818181,1.894,0.1502727272727272,1.653,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,1.0,0.1111111111111111,1.0,0.02,1.0
"O melhor de tudo , é que a protagonista conta suas histórias de forma divertida , irônica algumas vezes , revoltada com os micos que sua mãe lhe fez pagar em outras , mas acima de tudo mostra como essa relação de mãe-e-filha , apesar de difícil , deve ser bem cuidada . ",4.0,8.0,3.0,1.0,1.0,7.0,0.0,9.0,0.0,5.0,0.0,7.0,1.0,0.0,7.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,7.0,7.0,7.0,7.0,0.1320754716981132,0.1320754716981132,0.1320754716981132,0.1320754716981132,0.1216415094339622,6.447,-0.0415283018867924,-2.201,0.102377358490566,5.425999999999999,0.1135471698113207,6.018000000000001,-0.0293207547169811,-1.5539999999999998,0.1216415094339622,6.447,0.1458679245283018,7.731,0.1361132075471698,7.213999999999999,0.1353584905660377,7.174000000000001,0.0293207547169811,1.5539999999999998,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,0.0,0.0,1.0,0.0037037037037037,1.0
"É um livro extremamente vazio , baseado apenas em um romance ( desculpem os que gostam ) patético entre uma garota retardada e um vampiro ( ? ",2.0,2.0,2.0,1.0,1.0,4.0,0.0,4.0,0.0,2.0,0.0,5.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,4.0,4.0,4.0,0.1481481481481481,0.1481481481481481,0.1481481481481481,0.1481481481481481,-0.0729629629629629,-1.97,0.019,0.513,-0.1366296296296296,-3.689,-0.0701111111111111,-1.893,-0.0212592592592592,-0.574,0.087037037037037,2.35,0.0204814814814814,0.5529999999999999,0.1392962962962963,3.761,0.081074074074074,2.189,0.0212592592592592,0.574,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,1.0
Me fez pensar muito . ,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.2,0.2,0.2,0.2,-0.2052,-1.026,-0.009,-0.045,-0.1426,-0.713,-0.1506,-0.753,0.1132,0.5660000000000001,0.2052,1.026,0.009,0.045,0.1426,0.713,0.1506,0.753,0.1132,0.5660000000000001,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.25,1.0,0.0454545454545454,1.0
"Um de os melhores , se não o melhor livro que já li . ",1.0,1.0,2.0,0.0,0.0,2.0,0.0,2.0,1.0,1.0,0.0,2.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,3.0,3.0,3.0,3.0,0.2142857142857142,0.2142857142857142,0.2142857142857142,0.2142857142857142,0.0171428571428571,0.24,-0.0534285714285714,-0.748,-0.0010714285714285,-0.015,0.031,0.434,-0.0088571428571428,-0.124,0.1184285714285714,1.658,0.0855714285714285,1.198,0.1403571428571428,1.965,0.1118571428571428,1.566,0.0088571428571428,0.124,12.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,1.0,0.0833333333333333,1.0,0.0185185185185185,1.0
"Leitura extremamente dificil e cansativa , mas que compensa cada paragrafo de uma folha inteira lido ( não estou brincando , é uma folha inteira mesmo ! ) . ",4.0,1.0,3.0,2.0,2.0,3.0,0.0,4.0,0.0,0.0,0.0,6.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,2.0,2.0,2.0,0.0689655172413793,0.0689655172413793,0.0689655172413793,0.0689655172413793,0.0272758620689655,0.7910000000000001,-0.0446206896551724,-1.294,0.0195172413793103,0.5659999999999998,0.0377931034482758,1.096,-0.0058965517241379,-0.1709999999999999,0.0884482758620689,2.5649999999999995,0.0724137931034482,2.1,0.0778620689655172,2.258,0.0764137931034482,2.216,0.0058965517241379,0.1709999999999999,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,1.0,0.0434782608695652,1.0,0.0063694267515923,1.0
"Apesar de a linguagem rabuscada e em português de portugal , Ensaio sobre a Cegueira é um excelente livro que passa para o leitor os mínimos detalhes de a referida epidemia e os efeitos que a mesma causa em a sociedade , o que o faz sentir como se lá realmente estivesse . ",3.0,7.0,4.0,2.0,2.0,9.0,0.0,10.0,0.0,5.0,2.0,3.0,1.0,0.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,3.0,0.0566037735849056,0.0566037735849056,0.0566037735849056,0.0566037735849056,0.0139245283018867,0.738,-0.0533207547169811,-2.826,0.0316981132075471,1.68,0.0294150943396226,1.5590000000000002,0.0129622641509433,0.687,0.0797358490566037,4.226,0.0590566037735849,3.1300000000000003,0.1004905660377358,5.326,0.083943396226415,4.449,0.0165094339622641,0.875,49.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,3.0,0.06,3.0,0.0109890109890109,1.0
"Emocionante de o princípio a o fim : a chegada de Jamie a a Africa de o sul , o achado de o primeiro diamante em a praia de a Namíbia , as ruas boêmias de Paris , as mansões imponentes de a Inglaterra , as salas de reuniões de a alta sociedade , as alcovas de a América , até a família Macgregor se tornar a elite européia dona de um vasto império comercial que se expandia cada vez mais , de acordo com os planos de a ambiciosa Kate Blackwell , que a meu ver , é uma de as mulheres mais fortes de a literatura . ",8.0,22.0,1.0,1.0,0.0,24.0,0.0,25.0,1.0,4.0,10.0,11.0,0.0,0.0,2.0,0.0,2.0,0.0,1.0,1.0,0.0,1.0,0.0,2.0,2.0,2.0,2.0,0.018348623853211,0.018348623853211,0.018348623853211,0.018348623853211,0.0960091743119266,10.465000000000002,-0.1348532110091743,-14.699000000000003,0.1349174311926605,14.705999999999998,0.1312110091743119,14.301999999999998,-0.0057614678899082,-0.628,0.1095871559633027,11.945000000000002,0.1683394495412844,18.349000000000007,0.1544770642201834,16.837999999999997,0.1415963302752293,15.434,0.0057614678899082,0.628,91.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,99.0,10.0,0.101010101010101,10.0,0.0194931773879142,1.0
"Brilhante , perturbador e claustrofóbico . ",3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.157,-0.942,0.1658333333333333,0.995,0.0303333333333333,0.1819999999999999,-0.0268333333333333,-0.161,0.1193333333333333,0.716,0.157,0.942,0.1658333333333333,0.995,0.2473333333333333,1.484,0.2298333333333333,1.379,0.1193333333333333,0.716,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.25,1.0,0.0232558139534883,1.0
O livro é muito bom pois fala de uma historia de amor quase impossível pois bella é uma humana e Edward é um vampiro . ,3.0,2.0,2.0,3.0,1.0,4.0,0.0,5.0,0.0,0.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6.0,6.0,6.0,6.0,0.24,0.24,0.24,0.24,0.0198,0.4950000000000002,-0.09616,-2.404,0.0606799999999999,1.5169999999999997,0.05488,1.372,-0.01968,-0.492,0.2148399999999999,5.371,0.14784,3.696,0.2518,6.295,0.21968,5.492,0.06392,1.598,22.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,1.0,0.0416666666666666,2.0,0.0168067226890756,1.0
""" Ensaio sobre a cegueira é um drama com imagens soberbas e alucinatórias de colapso urbano . ",3.0,3.0,0.0,1.0,1.0,2.0,0.0,5.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,2.0,2.0,2.0,0.1176470588235294,0.1176470588235294,0.1176470588235294,0.1176470588235294,-0.0727647058823529,-1.2370000000000003,-0.0537058823529411,-0.913,-0.0611176470588235,-1.039,-0.0370588235294117,-0.6299999999999999,0.0459411764705882,0.781,0.1425294117647058,2.423,0.0684117647058823,1.163,0.1689999999999999,2.873,0.1394117647058823,2.37,0.0459411764705882,0.781,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0625,1.0,0.0106382978723404,1.0
"Continua sendo ate hoje um de os melhores livros que já li , a forma com que Jorge Amado retrata a vida em a Bahia , para mim é mais que perfeita ( apesar de nunca ter sequer ido ate lá ) , enfim , para alguém que nunca tinha pego um livro para ler , com uns 14 anos , ler esse em 1 dia e meio ... fez muita diferença em minha vida , e um dia vou reler essa ótima história . ",3.0,10.0,9.0,3.0,2.0,9.0,0.0,11.0,4.0,5.0,3.0,11.0,4.0,0.0,11.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,4.0,4.0,4.0,4.0,0.0470588235294117,0.0470588235294117,0.0470588235294117,0.0470588235294117,0.017435294117647,1.4820000000000002,-0.0061176470588235,-0.52,0.0074117647058823,0.63,0.0263411764705882,2.2390000000000003,0.0009764705882352,0.083,0.0998117647058823,8.483999999999998,0.0685647058823529,5.827999999999999,0.1180705882352941,10.036,0.0958,8.143,0.014435294117647,1.227,72.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0,4.0,0.054054054054054,4.0,0.0106666666666666,1.0
"Um livro simplesmente fantástico , sobre alguns poucos dias de um rapaz em uma cidade . ",1.0,3.0,1.0,0.0,0.0,5.0,0.0,4.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0625,0.0625,0.0625,0.0625,-0.15725,-2.516,-0.0070624999999999,-0.1129999999999999,-0.129625,-2.074,-0.0631875,-1.011,0.017375,0.278,0.234875,3.758,0.1145625,1.833,0.344625,5.514,0.2371875,3.795,0.017375,0.278,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,1.0,0.0714285714285714,1.0,0.0113636363636363,1.0
"Em os capítulos finais eu lia com uma taquicardia freqüente , um medo genuíno , e depois ficava pensando em como um autor pode ser tão bom a ponto de fazer com que o leitor se apavore junto com o personagem ! ",4.0,7.0,3.0,1.0,1.0,6.0,0.0,7.0,0.0,2.0,0.0,3.0,2.0,0.0,6.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,4.0,4.0,4.0,4.0,0.0952380952380952,0.0952380952380952,0.0952380952380952,0.0952380952380952,0.0432619047619047,1.817,-0.0171904761904761,-0.722,0.0335,1.407,0.0404047619047619,1.697,-0.0231190476190476,-0.971,0.1107857142857142,4.6530000000000005,0.0688571428571428,2.892,0.1292619047619047,5.428999999999999,0.1101666666666666,4.627000000000001,0.0244999999999999,1.029,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,1.0,0.0256410256410256,1.0,0.0047846889952153,1.0
"Definitivamente é uma leitura agradável , ainda que não seja a melhor de o autor ! ",1.0,1.0,4.0,2.0,0.0,3.0,0.0,2.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0625,0.0625,0.0625,0.0625,0.1360625,2.177,-0.1769375,-2.831,0.1904375,3.047,0.1575625,2.521,-0.058875,-0.942,0.2294375,3.671,0.2050625,3.281,0.1904375,3.047,0.2228125,3.5650000000000004,0.058875,0.942,14.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,1.0,0.0714285714285714,1.0,0.0120481927710843,1.0
Romance adolescente bonitinho e meloso que poderia ter acabado em o primeiro livro . ,4.0,1.0,0.0,1.0,1.0,1.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0714285714285714,0.0714285714285714,0.0714285714285714,0.0714285714285714,0.0336428571428571,0.471,0.0334999999999999,0.469,0.0025714285714285,0.036,0.0177857142857142,0.249,-0.0162142857142857,-0.227,0.0336428571428571,0.471,0.0334999999999999,0.469,0.0025714285714285,0.036,0.0177857142857142,0.249,0.0162142857142857,0.227,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,1.0,0.0769230769230769,1.0,0.0117647058823529,1.0
