sentence,count_dictionary_words,count_named_entities,count_number_date_time,future_tense,subjectivity
"Uma união de boa comida, bom preço e bom atendimento.",10,0,0,0,1
"Já fui algumas vezes, em diversas ocasiões, com grupos grandes, pequenos e mesmo em um jantar a dois.",18,0,1,0,0
O Atendimento é sempre bom.,5,1,0,0,1
Saborosa e calorosa porque a Yeran e o Agop vão em todas as mesas ver se estamos gostando muito!,17,2,0,0,1
"Além de tudo ser ótimo tem um molho de hortelã imperdível que fica acima do servidor, não percam!",18,0,0,0,1
Tomar nota que este hotel serve uma grande refeição de tamanho para começar por encomenda uma refeição e partilhar entre duas pessoas.,22,1,1,0,0
"Lugar descontraído para levar os amigos,bater papo, petiscar e tomar um chopinho.",11,0,0,0,1
Os preços são bons e fomos muito bem atendidas.,9,0,0,0,1
"Lugar agradável, seguro, com estacionamento privativo, música ao vivo, um mar de bolinhas pra criançada, e os melhores food trucks e lá tb tem os melhores churros que já comi!!",26,0,0,0,1
Frequento desde que abriu.,4,0,0,0,0
No começo  quando eu comecei a comprar as pizzas na Carginalli era usado material de qualidade era muito bom.,18,1,0,0,1
Só que passou a vir a pizza além  de queimada com pouco recheio e a qualidade do material péssima.,19,0,0,0,1
"É um dos mais antigos restaurantes italianos da cidade, a comida é muito boa, tem um rotoloni maravilhoso!",17,0,1,0,1
"Não gostamos de ir durante o fim de semana devido a acústica, geralmete é lotado e fica muito barulhento.",18,0,0,0,1
"Não é um restaurante que turista frequente, mas vale a pena!",11,0,0,0,0
Excelente custo beneficio.,3,0,0,0,1
"É um restaurante coma a vontade com clima familiar, super limpo, comida boa e variada e otimo atendimento.",17,0,0,0,1
recomendo!,1,0,0,0,0
"Lugar especialmente agradável, atendimento excepcional e a comida deliciosa.",9,0,0,0,1
Ótima apresentação dos pratos.,4,1,0,0,1
Carnes Angus muito saborosas e todo tipo de acompanhamentos a um preço razoável.,12,1,0,0,1
Aberto direto até 22 hs.,3,0,1,0,0
Recomendo.,1,0,0,0,0
O serviço do Bob's é quase sempre confuso e demorado.,9,1,0,0,1
"Por isso, se quiser realmente comer lá, vá quando estiver começando a ficar com fome.",15,0,0,0,0
Restaurante japonês excelente.,3,0,0,0,1
Diversidade nos tipos de peixes e pratos quentes.,8,0,0,0,0
Preço justo e sobremesa já incluída no valor.,8,0,0,0,1
Um fast food de comida japonesa que cumpre o que promete.,9,0,0,0,0
"Preço justo, serviço funcional e alimentos bem preparados e apresentados!",10,0,0,0,1
Fui no bife de chorizo e não me arrependi!,7,0,0,0,0
Carne saborosíssima com belos acompanhamentos também.,6,0,0,0,1
Garçom atencioso e preço justo pelo que oferece.,8,0,0,0,1
Recomendo.,1,0,0,0,0
Local aparentemente simples e pequeno mas super agradável e acolhedor.,9,0,0,0,1
"Cardápio bem enxuto, mas com itens que resolvem e agradam.",9,0,0,0,1
Preço justo e atendimento excelente.,5,0,0,0,1
"Localizado no Shopping Vila Olímpia, este restaurante é especializado em carnes, melhor dizendo, em burguers.",13,1,0,0,0
"E seus hambúrgueres são realmente caprichados, com nível de gordura menor que a maioria e com um pão especial, mais crocante, que vai muito bem com a carne e complementos.",28,0,0,0,1
"Há vários tipos de carnes e de tamanhos, vale experimentar.",10,0,0,0,0
"Outros pratos, oferecem massas, e um Wierner Schnietzel com maionese da casa,  muito bom.",12,1,0,0,0
"Aliás, tudo é feito em casa, maionese, linguiças, pão.",9,0,0,0,0
"A carta de vinhos é enxuta, mas adequada, e com preços bem razoáveis.",13,0,0,0,1
A conferir.,2,0,0,0,0
"O movimento na porta chamou atenção!""",6,0,0,0,0
