sentence,count_words,count_capitalized,count_elongated,count_mentions,count_url,proportion_capitalized,concept_aptitude_avg_abs,concept_aptitude_sum_abs,concept_attention_avg_abs,concept_attention_sum_abs,concept_pleasantness_avg_abs,concept_pleasantness_sum_abs,concept_polarity_avg_abs,concept_polarity_sum_abs,concept_sensitivity_avg_abs,concept_sensitivity_sum_abs,lexicon_subjective,lexicon_positive,lexicon_negative,lexicon_quotation_exclamation,lexicon_subjective_prop,lexicon_positive_prop,lexicon_negative_prop,lexicon_quotation_exclamation_prop,pos_adj,pos_adp,pos_adv,pos_aux,pos_cconj,pos_det,pos_intj,pos_noun,pos_num,pos_part,pos_pron,pos_propn,pos_punct,pos_sconj,pos_sym,pos_verb,pos_x,count_named_entities,count_number_date_time,future_tense,rule1,rule2,rule3,rule4,rule5,count_dictionary_words,count_expressions,emoji_polarity_score,emoticon_polarity_score,negation,subjectivity
Dizer que os personagens são rasos e a história boba é sim um exagero de gente que não leu a história rica e repleta de personagens cativantes e misteriosos que Meyer cria . ,32.0,0.0,0.0,0.0,0.0,0.0114942528735632,0.1142727272727272,3.771,0.0676666666666666,2.233,0.1149090909090909,3.792,0.0989696969696969,3.2660000000000005,0.0,0.0,5.0,5.0,5.0,5.0,0.1515151515151515,0.1515151515151515,0.1515151515151515,0.1515151515151515,6.0,2.0,6.0,2.0,3.0,4.0,0.0,6.0,0.0,0.0,2.0,1.0,1.0,1.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,31.0,0.0,0.0,0.0,1.0,1.0
"Gostei de o livro assim como de o filme , só achei um pouco meloso demais a indecisão de o casal ( Bella e Edward ) em relação a o seu namoro ; acho que eles deviam fazer o que tinham que fazer logo , e não ficar atrasando as melhores partes de o livro . ",51.0,0.0,0.0,0.0,0.0,0.0117647058823529,0.0792678571428571,4.439,0.0783928571428571,4.390000000000001,0.1078035714285714,6.036999999999999,0.1031428571428571,5.776000000000002,0.0488928571428571,2.738,5.0,5.0,5.0,5.0,0.0892857142857142,0.0892857142857142,0.0892857142857142,0.0892857142857142,2.0,6.0,2.0,0.0,2.0,9.0,0.0,8.0,0.0,0.0,3.0,2.0,6.0,2.0,0.0,9.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,48.0,0.0,0.0,0.0,1.0,1.0
"A ideia de o último capítulo é um balde de água fria , apesar de ser maravilhosamente escrito . ",17.0,0.0,0.0,0.0,0.0,0.0104166666666666,0.1637368421052631,3.111,0.2117894736842105,4.024,0.2026842105263157,3.851,0.1900526315789473,3.611,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,2.0,2.0,0.0,3.0,0.0,4.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,15.0,0.0,0.0,0.0,0.0,1.0
chaaaatinho .. li porque meu professor pediu ,6.0,0.0,1.0,0.0,0.0,0.0,0.1201428571428571,0.841,0.1308571428571428,0.916,0.1161428571428571,0.813,0.1224285714285714,0.857,0.0,0.0,1.0,1.0,1.0,1.0,0.1428571428571428,0.1428571428571428,0.1428571428571428,0.1428571428571428,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,1.0
Um de os melhores livros de Sydney Sheldon . ,8.0,0.0,0.0,0.0,0.0,0.0666666666666666,0.1936666666666666,1.743,0.2162222222222222,1.946,0.2966666666666666,2.67,0.2355555555555555,2.12,0.0,0.0,1.0,1.0,1.0,1.0,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.1111111111111111,1.0,2.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,1.0
Em 459 páginas são contadas as histórias de cinco gerações e em nenhum momento essa história é contada de forma superficial . ,21.0,0.0,0.0,0.0,0.0,0.0079365079365079,0.1363636363636363,3.0,0.1354090909090909,2.979,0.1538181818181818,3.3839999999999995,0.1513636363636363,3.33,0.0494545454545454,1.088,1.0,1.0,1.0,1.0,0.0454545454545454,0.0454545454545454,0.0454545454545454,0.0454545454545454,1.0,4.0,1.0,2.0,1.0,3.0,0.0,6.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,19.0,0.0,0.0,0.0,0.0,1.0
Não tem como não se identificar com ela . ,8.0,0.0,0.0,0.0,0.0,0.0238095238095238,0.1236666666666666,1.113,0.1147777777777777,1.033,0.0843333333333333,0.759,0.0973333333333333,0.876,0.0307777777777777,0.277,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,0.0,0.0,0.0,1.0,1.0
Recomendo somente para quem tem estomago . ,6.0,0.0,0.0,0.0,0.0,0.0232558139534883,0.2018571428571428,1.413,0.0928571428571428,0.65,0.1941428571428571,1.359,0.2102857142857142,1.472,0.1421428571428571,0.995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0
"Lá pro final , a família de Edward surge e as coisas ficam mais interessantes ! ",14.0,0.0,0.0,0.0,0.0,0.025,0.0761874999999999,1.219,0.1025625,1.641,0.06325,1.012,0.071625,1.146,0.017375,0.278,1.0,1.0,1.0,1.0,0.0625,0.0625,0.0625,0.0625,1.0,1.0,1.0,0.0,1.0,3.0,0.0,3.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,1.0
"Interessante porque o livro é cada vez mais atual : o que antes era um profecia distante , hoje se aproxima de a realidade . ",23.0,0.0,0.0,0.0,0.0,0.008,0.15956,3.989,0.0957199999999999,2.393,0.19864,4.966,0.17156,4.289,0.06084,1.521,1.0,1.0,1.0,1.0,0.04,0.04,0.04,0.04,3.0,2.0,3.0,2.0,0.0,3.0,0.0,4.0,0.0,0.0,3.0,0.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,21.0,0.0,0.0,0.0,0.0,1.0
Tinha grandes espectativas e me frustei . ,6.0,0.0,0.0,0.0,0.0,0.0238095238095238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.1428571428571428,0.1428571428571428,0.1428571428571428,0.1428571428571428,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0
O livro é cheio de mistérios e suspense ! ,8.0,0.0,0.0,0.0,0.0,0.0238095238095238,0.0574444444444444,0.517,0.1081111111111111,0.973,0.1017777777777777,0.916,0.0914444444444444,0.8230000000000001,0.0067777777777777,0.061,1.0,1.0,1.0,1.0,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.1111111111111111,1.0,1.0,1.0,1.0,1.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,1.0
Eu achei uma aventura .. rs ,5.0,0.0,0.0,0.0,0.0,0.0357142857142857,0.1359999999999999,0.816,0.1396666666666666,0.838,0.0,0.0,0.0918333333333333,0.551,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0
"O enredo é envolvente , assim como todos de o SS , mas a o mesmo tempo é previsível . ",17.0,1.0,0.0,0.0,0.0,0.0348837209302325,0.0501499999999999,1.003,0.0639,1.278,0.0530999999999999,1.0619999999999998,0.05495,1.099,0.0169999999999999,0.3399999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,2.0,1.0,3.0,0.0,2.0,0.0,0.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,1.0
"Mal escrito , com ênfase em coisas chatas e com rodeios desnecessários . ",11.0,0.0,0.0,0.0,0.0,0.0136986301369863,0.0124615384615384,0.162,0.0108461538461538,0.141,0.0043846153846153,0.057,0.0076153846153846,0.099,0.0049230769230769,0.064,1.0,1.0,1.0,1.0,0.0769230769230769,0.0769230769230769,0.0769230769230769,0.0769230769230769,2.0,3.0,2.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,11.0,0.0,0.0,0.0,0.0,1.0
"Cada capítulo muito mais que uma história , uma realidade . ",9.0,0.0,0.0,0.0,0.0,0.0166666666666666,0.1534545454545454,1.688,0.0199090909090909,0.219,0.1302727272727272,1.4329999999999998,0.1428181818181818,1.571,0.1249090909090909,1.374,1.0,1.0,1.0,1.0,0.0909090909090909,0.0909090909090909,0.0909090909090909,0.0909090909090909,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,1.0
"Como a história é leve , te prende de o início a o fim e você fica querendo ler o próximo ( já que é uma série ) para querer saber o desenrolar de o triângulo amoroso que se inicia quase em o final de o livro . ",44.0,0.0,0.0,0.0,0.0,0.0047393364928909,0.0793958333333333,3.811,0.15975,7.668,0.1236041666666666,5.933000000000001,0.1172291666666666,5.627000000000001,0.0091875,0.4409999999999999,7.0,7.0,7.0,7.0,0.1458333333333333,0.1458333333333333,0.1458333333333333,0.1458333333333333,3.0,6.0,3.0,2.0,1.0,9.0,0.0,8.0,0.0,0.0,4.0,0.0,4.0,3.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,43.0,0.0,0.0,0.0,0.0,1.0
"Às vezes você até se vê preso em as páginas de o livro principalmente em o final quando chega o "" rastreador "" Acho que Stephenie conseguiu criar seus próprios vampiros sem deixar o livro chato . ",36.0,0.0,0.0,0.0,0.0,0.010204081632653,0.0911891891891892,3.374,0.0582972972972972,2.157,0.0758378378378378,2.806,0.0899459459459459,3.3280000000000003,0.0586486486486486,2.17,6.0,6.0,6.0,6.0,0.1621621621621621,0.1621621621621621,0.1621621621621621,0.1621621621621621,2.0,3.0,2.0,0.0,0.0,7.0,0.0,7.0,0.0,0.0,1.0,1.0,3.0,2.0,0.0,8.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,30.0,0.0,0.0,0.0,0.0,1.0
Ela consegue misturar romance com ação . ,6.0,0.0,0.0,0.0,0.0,0.024390243902439,0.0541428571428571,0.379,0.0581428571428571,0.407,0.0088571428571428,0.062,0.037,0.259,0.0101428571428571,0.071,2.0,2.0,2.0,2.0,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,1.0
"Riquissimo em detalhes , fazendo com que a imaginação projete tudo relatado em a trama . ",14.0,0.0,0.0,0.0,0.0,0.0112359550561797,0.023875,0.382,0.027375,0.438,0.0035,0.056,0.0146875,0.235,0.0106874999999999,0.1709999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,3.0,0.0,0.0,1.0,1.0,2.0,2.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,1.0
"Sem graça , livro chato e que virou modinha . ",8.0,0.0,0.0,0.0,0.0,0.0217391304347826,0.1275,1.275,0.0098,0.098,0.1031,1.031,0.1152,1.152,0.1246,1.246,3.0,3.0,3.0,3.0,0.3,0.3,0.3,0.3,1.0,1.0,1.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,8.0,0.0,0.0,0.0,0.0,1.0
: ) Um livro fascinante de suspense e armação que tem mais reviravoltas que novela mexicana quando começa a ficar sem assunto e tem mais 3 meses pra terminar . ,28.0,0.0,0.0,0.0,0.0,0.00625,0.1237333333333333,3.712,0.0856333333333333,2.569,0.1649333333333333,4.948,0.1408333333333332,4.224999999999999,0.0583333333333333,1.75,1.0,1.0,1.0,1.0,0.0333333333333333,0.0333333333333333,0.0333333333333333,0.0333333333333333,2.0,2.0,2.0,0.0,2.0,2.0,0.0,7.0,1.0,0.0,2.0,0.0,3.0,2.0,0.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,25.0,0.0,0.0,0.0,0.0,1.0
"Mais a personagem central de essa história para mim é a Noelle , nossa anti-heroína , ela é uma vilã fascinante difícil de odiar , você sente certa fascinação e atração por ela , além de bela tem um magnetismo , que nós poderemos sentir através de personagens que passaram por sua vida em diferentes fases , já em as primeiras páginas temos um vislumbre de a sua personalidade sobre pontos de vista diferentes . ",68.0,0.0,0.0,0.0,0.0,0.0048543689320388,0.1432266666666666,10.742,0.16008,12.006000000000002,0.1646133333333333,12.346,0.15524,11.643,0.0098933333333333,0.742,6.0,6.0,6.0,6.0,0.08,0.08,0.08,0.08,5.0,11.0,5.0,2.0,1.0,13.0,0.0,16.0,0.0,0.0,7.0,1.0,7.0,1.0,0.0,7.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,65.0,0.0,0.0,0.0,0.0,1.0
"Comecei a ler , e não consegui parar mais ... O filme não é nada perto de o livro ... ",17.0,0.0,0.0,0.0,0.0,0.0232558139534883,0.075,1.5,0.04865,0.973,0.07255,1.451,0.08175,1.635,0.0490499999999999,0.981,2.0,2.0,2.0,2.0,0.1,0.1,0.1,0.1,0.0,1.0,0.0,1.0,1.0,2.0,0.0,2.0,0.0,0.0,1.0,0.0,3.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,15.0,0.0,0.0,0.0,1.0,1.0
Primeiramente devo dizer que o livro é uma pancada em a gramática inglesa . ,13.0,0.0,0.0,0.0,0.0,0.0131578947368421,0.0104285714285714,0.146,0.0692857142857142,0.97,0.0635714285714285,0.89,0.0456428571428571,0.639,0.0063571428571428,0.089,1.0,1.0,1.0,1.0,0.0714285714285714,0.0714285714285714,0.0714285714285714,0.0714285714285714,1.0,1.0,1.0,1.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,12.0,0.0,0.0,0.0,0.0,1.0
"Parece James Joyce em uma versão pop , com toques de Juventude Transviada ( que em a real é posterior , mas lembrei imediatamente ) ... Mas o livro tem um quê a mais . ",29.0,0.0,0.0,0.0,0.0,0.0357142857142857,0.0905142857142857,3.168,0.0747428571428571,2.616,0.0732571428571428,2.564,0.0783714285714285,2.743,0.0033714285714285,0.118,2.0,2.0,2.0,2.0,0.0571428571428571,0.0571428571428571,0.0571428571428571,0.0571428571428571,2.0,5.0,2.0,1.0,2.0,4.0,0.0,4.0,0.0,0.0,2.0,4.0,6.0,0.0,0.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,24.0,0.0,0.0,0.0,0.0,1.0
O livro 1984 de George Orwell é irremediavelmente maravilhoso e dogmaticamente atemporal ... Não há uma definição concreta em o sentido de sintetizar as idéias propostas por este grande e influente escritor de o século xx . ,35.0,0.0,0.0,0.0,0.0,0.0178571428571428,0.1456216216216216,5.388000000000001,0.1845135135135135,6.827000000000001,0.1609459459459459,5.955,0.164081081081081,6.071,0.0052432432432432,0.194,3.0,3.0,3.0,3.0,0.081081081081081,0.081081081081081,0.081081081081081,0.081081081081081,6.0,4.0,6.0,1.0,2.0,6.0,0.0,6.0,1.0,0.0,0.0,2.0,2.0,1.0,0.0,3.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,29.0,0.0,0.0,0.0,0.0,1.0
"Além de o que , é um clássico e uma referência ! ",10.0,0.0,0.0,0.0,0.0,0.0204081632653061,0.1895,2.274,0.1774166666666666,2.129,0.1555,1.866,0.1740833333333333,2.089,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,2.0,0.0,2.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,1.0
Além de o mais não encanta só as meninas ! ,9.0,0.0,0.0,0.0,0.0,0.0232558139534883,0.0517,0.517,0.0973,0.973,0.0839999999999999,0.84,0.0777,0.777,0.0,0.0,2.0,2.0,2.0,2.0,0.2,0.2,0.2,0.2,0.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,0.0,0.0,0.0,1.0,1.0
Já o li duas vezes . ,5.0,0.0,0.0,0.0,0.0,0.0476190476190476,0.0398333333333333,0.239,0.0239999999999999,0.144,0.0,0.0,0.0186666666666666,0.112,0.0076666666666666,0.046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0
"Nada extraordinário como sua fama , mas ainda assim um livro "" médio "" . ",13.0,0.0,0.0,0.0,0.0,0.0136986301369863,0.2345999999999999,3.519,0.0588666666666666,0.883,0.1595333333333333,2.393,0.1909999999999999,2.865,0.1199333333333333,1.799,2.0,2.0,2.0,2.0,0.1333333333333333,0.1333333333333333,0.1333333333333333,0.1333333333333333,2.0,1.0,2.0,0.0,1.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,10.0,0.0,0.0,0.0,0.0,1.0
O livro é uma mistura de sensações e sentimentos que explodem em sua mente . ,14.0,0.0,0.0,0.0,0.0,0.0129870129870129,0.0344666666666666,0.517,0.0711333333333333,1.067,0.056,0.84,0.0538666666666666,0.808,0.0,0.0,3.0,3.0,3.0,3.0,0.2,0.2,0.2,0.2,0.0,2.0,0.0,1.0,1.0,3.0,0.0,5.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,1.0
"Acho interessante Stephenie ter criado vampiros "" herbívoros "" , que se alimentam somente de animais . ",15.0,0.0,0.0,0.0,0.0,0.0194174757281553,0.1753529411764705,2.981,0.1641764705882352,2.791,0.1555294117647058,2.644,0.1800588235294117,3.061,0.0718823529411764,1.222,3.0,3.0,3.0,3.0,0.1764705882352941,0.1764705882352941,0.1764705882352941,0.1764705882352941,1.0,1.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,1.0,4.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,1.0
Não me decepcionei nem um pouquinho . ,6.0,0.0,0.0,0.0,0.0,0.0263157894736842,0.1012857142857142,0.709,0.0,0.0,0.1414285714285714,0.99,0.0808571428571428,0.566,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,1.0,1.0
"É uma mistura de o real com o sobrenatural , mas o que mais me impressionou é o fato de ser uma história de amadurecimento de a personagem e sua coragem para viver a sua história de amor . ",37.0,0.0,0.0,0.0,0.0,0.0,0.1753589743589743,6.839,0.1777179487179487,6.931000000000001,0.1712051282051282,6.677,0.1738205128205128,6.779,0.003025641025641,0.118,5.0,5.0,5.0,5.0,0.1282051282051282,0.1282051282051282,0.1282051282051282,0.1282051282051282,0.0,5.0,0.0,3.0,2.0,9.0,0.0,10.0,0.0,0.0,3.0,0.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0,0.0,1.0
Um excelente livro que narra a história real de o abandono de nossas crianças menos favorecidas e o destino que lhes é imposto . ,23.0,0.0,0.0,0.0,0.0,0.0077519379844961,0.1249583333333333,2.999,0.0998333333333333,2.396,0.1830416666666666,4.393,0.1471666666666666,3.532,0.0434166666666666,1.042,6.0,6.0,6.0,6.0,0.25,0.25,0.25,0.25,3.0,2.0,3.0,1.0,1.0,5.0,0.0,5.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,22.0,0.0,0.0,0.0,0.0,1.0
"Achei um livro muito bom , levando em conta que quando tenho de ler algum por causa de provas/vestibulares já fico meio com o pé atrás . ",25.0,0.0,0.0,0.0,0.0,0.0072992700729927,0.1256206896551724,3.643,0.1058965517241379,3.071,0.1134137931034482,3.289,0.1197241379310344,3.472,0.0239310344827586,0.6940000000000001,3.0,3.0,3.0,3.0,0.1034482758620689,0.1034482758620689,0.1034482758620689,0.1034482758620689,2.0,4.0,2.0,0.0,0.0,2.0,0.0,6.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,25.0,0.0,0.0,0.0,0.0,1.0
"Em a verdade , só li pq era livro de vestibular ( tenho pavor de livros indicados para o vestibular ... ) , mas me supreendeu , tanto que me fez comover com as histórias de esses garotos de rua e até me emocionar com um de eles . ",42.0,0.0,0.0,0.0,0.0,0.0043478260869565,0.1106938775510204,5.424,0.1326326530612245,6.499,0.1437551020408163,7.0440000000000005,0.1344897959183673,6.59,0.0163061224489795,0.799,6.0,6.0,6.0,6.0,0.1224489795918367,0.1224489795918367,0.1224489795918367,0.1224489795918367,0.0,9.0,0.0,1.0,2.0,4.0,0.0,9.0,1.0,0.0,5.0,0.0,7.0,1.0,0.0,7.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,39.0,0.0,0.0,0.0,0.0,1.0
Bem acabou o livro e a historia não ficou legal . ,10.0,0.0,0.0,0.0,0.0,0.02,0.1483636363636363,1.632,0.1714545454545454,1.886,0.0836363636363636,0.92,0.1344545454545454,1.479,0.0,0.0,2.0,2.0,2.0,2.0,0.1818181818181818,0.1818181818181818,0.1818181818181818,0.1818181818181818,1.0,0.0,1.0,0.0,1.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0,0.0,0.0,0.0,1.0,1.0
História também fraca . ,3.0,0.0,0.0,0.0,0.0,0.0416666666666666,0.021,0.084,0.02625,0.105,0.0,0.0,0.01575,0.063,0.0,0.0,1.0,1.0,1.0,1.0,0.25,0.25,0.25,0.25,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0
A história é realmente interessante e cativante . ,7.0,0.0,0.0,0.0,0.0,0.02,0.189125,1.513,0.229,1.832,0.18775,1.502,0.2018749999999999,1.6149999999999998,0.0,0.0,2.0,2.0,2.0,2.0,0.25,0.25,0.25,0.25,2.0,0.0,2.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,1.0
"Eu li e recomendo para "" todos "" . ",8.0,0.0,0.0,0.0,0.0,0.0285714285714285,0.0161111111111111,0.145,0.0,0.0,0.0095555555555555,0.086,0.0152222222222222,0.137,0.02,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,1.0
"E o final , a melhor parte de tudo . ",8.0,0.0,0.0,0.0,0.0,0.027027027027027,0.1467999999999999,1.468,0.1587,1.587,0.1104,1.104,0.1238999999999999,1.239,0.0351,0.351,3.0,3.0,3.0,3.0,0.3,0.3,0.3,0.3,1.0,1.0,1.0,0.0,1.0,2.0,0.0,2.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,1.0
Porém algumas coisas foram desnecessárias como vampiro brilhar em o sol ? ,11.0,0.0,0.0,0.0,0.0,0.0135135135135135,0.0231666666666666,0.278,0.0117499999999999,0.141,0.0069166666666666,0.083,0.0121666666666666,0.146,0.0053333333333333,0.064,1.0,1.0,1.0,1.0,0.0833333333333333,0.0833333333333333,0.0833333333333333,0.0833333333333333,1.0,2.0,1.0,1.0,1.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,1.0
Crepusculo e um livro que mexe com desejos e fantasias de os jovens . ,13.0,0.0,0.0,0.0,0.0,0.0142857142857142,0.0947142857142857,1.326,0.0747142857142857,1.046,0.1325,1.855,0.0994285714285714,1.392,0.0037142857142857,0.052,1.0,1.0,1.0,1.0,0.0714285714285714,0.0714285714285714,0.0714285714285714,0.0714285714285714,0.0,2.0,0.0,0.0,2.0,2.0,0.0,4.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,1.0
