sentence,count_words,pos_adj,pos_adp,pos_adv,pos_aux,pos_cconj,pos_det,pos_intj,pos_noun,pos_num,pos_part,pos_pron,pos_propn,pos_punct,pos_sconj,pos_sym,pos_verb,pos_x,pos_comparatives,pos_superlatives,subjectivity
"Eu amo romance adolescente, mas este é particularmente lindo, a forma doce de lidar com uma realidade tão difícil.",19.0,4.0,1.0,4.0,1.0,1.0,2.0,0.0,3.0,0.0,0.0,2.0,0.0,3.0,1.0,0.0,2.0,0.0,1.0,0.0,1.0
"Lindo e fantástico, uma dor sentida.",6.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0
"Bom... o que dizer ... sem palavras ... adorei ... ri, chorei, ne emicionei e queria mais...",14.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,1.0,7.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0
Não foi aquele livro que quando você termina de ler parece que perdeu uma parte da sua alma... Só bom..,20.0,1.0,1.0,1.0,1.0,0.0,3.0,0.0,3.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,4.0,0.0,0.0,0.0,1.0
"O português arcaico dificulta bastante a Leitura, mas é interessante e divertido.",12.0,3.0,0.0,3.0,1.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
"Achava que iria achar ele bem chatinho, mas quando comecei gostei muito.",12.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,4.0,0.0,0.0,0.0,1.0
"O que é ruim é o fato da história ser escrita em português de Portugal, o que às vezes atrapalha, pois podemos deixar de entender o contexto de algum diálogo.",30.0,1.0,5.0,1.0,3.0,0.0,3.0,0.0,6.0,0.0,0.0,4.0,1.0,3.0,2.0,0.0,5.0,0.0,0.0,0.0,1.0
"Vocabulário complicado e história desinteressante, pelo menos pra mim",9.0,2.0,2.0,2.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
O autor transforma a clássica história de Machado de Assis em uma versão acessível para o público infanto juvenil não familiarizado com a rebuscada linguagem machadiana.,26.0,6.0,5.0,6.0,0.0,0.0,5.0,0.0,5.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0
"Aventura o tempo todo, um livro empolgante!",7.0,1.0,0.0,1.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"Só li por causa do colégio, muito sem sal.",9.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
Amei o livro. Todo o universo criado. Cada personagem. Enfim sem defeitos.,12.0,0.0,1.0,0.0,0.0,0.0,4.0,1.0,4.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
"Apesar do tema pesado, o autor consegue transmitir ao leitor toda essa desgraça de uma forma anestesiada, algo que justifica o título da obra: Terra sonâmbula.",26.0,1.0,3.0,1.0,0.0,0.0,6.0,0.0,7.0,0.0,0.0,2.0,1.0,4.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0
"Fiquei descepcionada com o livro - Esperava mais, muito mais.",10.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,2.0,0.0,1.0
"Esperava algo mais policial e sangrento, mas o que tive foram vários episódios de romance deslavado ou de certo modo clichê.",21.0,3.0,2.0,3.0,1.0,3.0,2.0,0.0,3.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,3.0,0.0,1.0,0.0,1.0
"O enredo foi muito previsível ,o que tirou minha vontade de ler o próximo livro.",15.0,2.0,0.0,2.0,1.0,0.0,3.0,0.0,3.0,0.0,0.0,2.0,0.0,2.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0
"Sou fã de Tess Gerritsen, mas não gostei desse livro, que nem parece ter sido escrito por ela.",18.0,0.0,3.0,0.0,3.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,2.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0
O tom do livro é tão meloso que chega a ser cafona.,12.0,2.0,1.0,2.0,2.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0
Acho que criei tanta expectativa nesse livro por causa da hype que todas as booktubers estava fazendo que no final fiquei meio decepcionada.,23.0,0.0,4.0,0.0,1.0,0.0,3.0,0.0,6.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,5.0,0.0,0.0,0.0,1.0
Anastácia é uma personagem sem graça demais.,7.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"É um romance perturbador e abusivo, é um homem doente que precisa ir num psiquiatra",15.0,3.0,1.0,3.0,2.0,1.0,2.0,0.0,3.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0
A impressão que dava é que a autora precisava inserir narrativas tórridas a qualquer custo.,15.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,4.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,5.0,0.0,0.0,0.0,1.0
"Infelizmente abandonei a leitura, pois a escrita era muito pobre, ruim e repetitiva.",13.0,3.0,0.0,3.0,1.0,1.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
" Não tem muito o que falar desse livro, só digo que nunca li algo tão chato e, sem criatividade.",19.0,1.0,2.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,3.0,0.0,3.0,1.0,0.0,4.0,0.0,1.0,0.0,1.0
Não recomendo esse livro!,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
Tudo aqui é exagero demais e esse foi o ponto negativo.,11.0,1.0,0.0,1.0,2.0,1.0,1.0,0.0,2.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"Não sei, esse não me desce, regular.",7.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0
Sem dúvida um dos piores livros que já li.,9.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
"E horrivel simplesmente, nao dar pra chamar de escritor esse autor.",11.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0
"Repetitivo e cansativo, esconde a lição de que devemos acordar cedo por trás da leitura só que mais parece uma grande propaganda do próprio livro.",25.0,3.0,3.0,3.0,0.0,1.0,3.0,0.0,4.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,4.0,0.0,1.0,0.0,1.0
Esperava muito mais profundidade sobre o tema,7.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
Autoajuda da pior qualidade: antiquada e rasa.,7.0,2.0,1.0,2.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Insuportável!,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"Não gostei do livro , muita propaganda e pouco conteúdo",9.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
muita embromação,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"o livro é mais uma auto promoção do autor, fala muito dele, os exercicios não vem no livro, enrola demais pra chegar no assunto não goste",26.0,1.0,3.0,1.0,1.0,0.0,3.0,0.0,6.0,0.0,0.0,1.0,0.0,3.0,1.0,0.0,5.0,0.0,0.0,0.0,1.0
São poucas as páginas com conteúdo de verdade.,8.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,3.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"A linguagem na minha opinião passa o coloquial e fica adolescente em vários momentos, com piadas sem graça.",18.0,0.0,4.0,0.0,0.0,1.0,4.0,0.0,7.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0
Decepção ao ler esse livro. Trata-se muito mais de uma autobiografia do que um livro de finanças pessoais.,18.0,1.0,2.0,1.0,0.0,0.0,3.0,0.0,5.0,0.0,0.0,2.0,0.0,2.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0
"O livro é bobo ao extremo, cheio de piadinhas forçadas sem graça e sem necessidade. ",15.0,2.0,4.0,2.0,1.0,1.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
"Completamente bobo, mal escrito, sem conteúdo.",6.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Comprei como presente para uma amiga que simplesmente detestou,9.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0
Achei um livro bastante cansativo e aborrecido.,7.0,2.0,0.0,2.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
Diagramação muito apertada não dá pra ler,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,1.0
"Historinha pra criança, e muito mal contada, por sinal...",9.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
"O defeito não aparece nas primeiras páginas, mas depois fica impossível de ler",13.0,2.0,1.0,2.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,3.0,0.0,0.0,0.0,1.0
"Lombada desgastada na estremidade superior e inferior, páginas com orelhas com um corte, como se fosse erro da editora.",19.0,2.0,4.0,2.0,1.0,1.0,1.0,0.0,7.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0
Livro muito sem graça. Achei que tinha romance mas pra mim é só um livro de politica.,17.0,0.0,3.0,0.0,1.0,1.0,1.0,0.0,5.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0
Aquele vocabulário é um tédio... Não consegui terminar a leitura.,10.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0
Não terminei de ler por que a história não estava me agradando e a linguagem criada para o livro confunde muito. ,21.0,0.0,2.0,0.0,1.0,1.0,3.0,0.0,3.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,5.0,0.0,0.0,0.0,1.0
